participant_id,story_shortname,story_setup,priorQ,speach,speachQ,knowledgeQ,access,observe,ai_response
28,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 1 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,1,1,
28,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 3 of the 3 letters. 3 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,3,3,
28,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 2 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,2,1,
28,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 2 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,2,
28,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 2 of the 3 phones. 2 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,2,2,
28,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,1,
29,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 2 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,2,1,
29,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 2 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,2,2,
29,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 1 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,1,1,
29,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 3 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,3,
29,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,1,
29,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 2 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,2,
30,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 3 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,3,1,
30,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 1 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,1,1,
30,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 2 of the tickets have won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,2,
30,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 2 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,2,1,
30,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 3 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,3,
30,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 2 of the 3 seeds. 2 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,2,2,
31,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 2 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,2,1,
31,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 3 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,3,2,
31,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,1,
31,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 2 of the 3 fruits. 2 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,2,2,
31,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 3 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,3,
31,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 1 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,1,1,
32,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 3 of the 3 exams. 2 of the exams have passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,3,2,
32,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 3 of the 3 letters. 3 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,3,3,
32,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 2 of the 3 tickets. 2 of the tickets have won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,2,2,
32,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 2 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,2,1,
32,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 1 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,1,1,
32,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,1,
33,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 3 of the 3 exams. 2 of the exams have passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,3,2,
33,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 2 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,2,2,
33,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,1,
33,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 2 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,2,1,
33,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 3 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,3,
33,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 1 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,1,1,
34,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 3 of the 3 exams. 3 of the exams have passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,3,3,
34,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 2 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,2,2,
34,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 2 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,2,1,
34,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 2 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,2,
34,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 1 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,1,1,
34,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,1,
35,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 2 of the 3 exams. 2 of the exams have passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,2,2,
35,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 1 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,1,1,
35,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 2 of the tickets have won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,2,
35,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,1,
35,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 2 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,2,1,
35,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 3 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,3,
36,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 1 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,1,1,
36,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 3 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,3,1,
36,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 2 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,2,1,
36,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 3 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,3,
36,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 2 of the 3 phones. 2 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,2,2,
36,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 2 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,2,
37,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 1 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,1,1,
37,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 2 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,2,2,
37,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 2 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,2,1,
37,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 2 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,2,
37,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,1,
37,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 3 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,3,
38,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 3 of the 3 exams. 2 of the exams have passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,3,2,
38,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 2 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,2,2,
38,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 1 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,1,1,
38,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 1 of the fruits has dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,1,
38,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 3 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,3,
38,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 2 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,2,1,
39,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 2 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,2,1,
39,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 1 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,1,1,
39,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 2 of the 3 tickets. 2 of the tickets have won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,2,2,
39,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 2 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,2,
39,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 3 of the 3 phones. 3 of the phones have burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,3,3,
39,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 3 of the 3 seeds. 1 of the seeds has sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,3,1,
40,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 3 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,3,1,
40,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 3 of the 3 letters. 2 of the letters have checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,3,2,
40,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 2 of the 3 tickets. 1 of the tickets has won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,2,1,
40,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 3 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,3,
40,phones,Broken Sigo phones almost always have burned out transistors.<br> Ben must repair 3 broken Sigo phones.,How many of the 3 phones do you think have burned out transistors?,Ben tells you on the phone: 'I have looked at 1 of the 3 phones. 1 of the phones has burned out transistors.',Now how many of the 3 phones do you think have burned out transistors?,Do you think Ben knows exactly how many of the 3 phones have burned out transistors?,1,1,
40,seeds,"Corendula seeds almost always sprout within a day when put into water.<br> Two days ago, botanist Jim put 3 Corendula seeds into water.",How many of the 3 seeds do you think have sprouted?,Jim tells you on the phone: 'I have looked at 2 of the 3 seeds. 2 of the seeds have sprouted.',Now how many of the 3 seeds do you think have sprouted?,Do you think Jim knows exactly how many of the 3 seeds have sprouted?,2,2,
41,exams,Students in the introductory bio class almost always have passing grades on the exam.<br> Mark's 3 intro bio students took an exam yesterday.,How many of the 3 exams do you think have passing grades?,Mark tells you on the phone: 'I have looked at 1 of the 3 exams. 1 of the exams has passing grades.',Now how many of the 3 exams do you think have passing grades?,Do you think Mark knows exactly how many of the 3 exams have passing grades?,1,1,
41,letters,Letters to Laura's company almost always have checks inside.<br> Today Laura received 3 letters.,How many of the 3 letters do you think have checks inside?,Laura tells you on the phone: 'I have looked at 3 of the 3 letters. 1 of the letters has checks inside.',Now how many of the 3 letters do you think have checks inside?,Do you think Laura knows exactly how many of the 3 letters have checks inside?,3,1,
41,tickets,Tickets in the DoubleDay instant lottery almost always win.<br> Joe bought 3 DoubleDay tickets yesterday.,How many of the 3 tickets do you think have won?,Joe tells you on the phone: 'I have looked at 3 of the 3 tickets. 3 of the tickets have won.',Now how many of the 3 tickets do you think have won?,Do you think Joe knows exactly how many of the 3 tickets have won?,3,3,
41,fruits,Mongines are small fruits that almost always have dried out pith inside.<br> Monica bought 3 mondrine fruits yesterday.,How many of the 3 fruits do you think have dried out pith?,Monica tells you on the phone: 'I have looked at 3 of the 3 fruits. 2 of the fruits have dried out pith.',Now how many of the 3 fruits do you think have dried out pith?,Do you think Monica knows exactly how many of the 3 fruits have dried out pith?,3,2,
